Data,Alg.,adj_Patn,adj_maxf1,adj_ap,auc,AMI,ireos_java,decision_tree_native,decision_tree_sklearn,random_forest_native,random_forest_sklearn,liblinear,xgboost_tree,xgboost_dart,xgboost_linear,libsvm
complex_10,sdo,0.998373466476462,0.998373466476462,0.9999930291325578,0.9999985734664764,0.9919665828260578,0.59714,0.5551718750772702,0.9921527905592622,0.4981834687658982,0.223011885206074,0.0030247918694148,0.1476782922127815,0.1065377368573817,0.0485692568917196,0.4778248858005914
complex_10,abod,0.9869877318116976,0.990296170212766,0.9966391726531048,0.999656490727532,0.948855684613179,0.71484,0.5166613360459988,0.9257334017410782,0.5024011533239414,0.1571239146024281,0.0014599524070771,0.1280472908407903,0.0503110585924498,0.0134594296110313,0.133731343763878
complex_10,hbos,0.7966833095577744,0.833918037735849,0.9575897516922194,0.9765212553495006,0.5702123857537368,0.67308,0.5235829293460683,0.9787889322312882,0.501373582670134,0.1802371765082907,0.0016102870646615,0.13026810124778,0.0574652295593009,0.0169182265746462,0.1676590375482033
complex_10,iforest,0.9821081312410842,0.9846246983676364,0.9993707128192384,0.9998639087018544,0.9365030893053876,0.67638,0.5296984005044283,0.9725817976451928,0.500242264385931,0.1869853160482444,0.0019341195677574,0.1337697439889961,0.0675879057551448,0.0237590447506791,0.228331766714623
complex_10,knn,1.0,1.0,1.0,1.0,1.0,0.65528,0.5537531609951235,0.9892838192318676,0.4981397775149485,0.2203305329081004,0.0029576814631084,0.1469209480564866,0.104606278751764,0.0472968669898916,0.4721467832874066
complex_10,lof,0.3396273894436519,0.4870265848670756,0.7409444684067632,0.7444910128388018,0.1351709382070254,0.07724,0.5480526706133284,0.9882045914573084,0.5025169832867236,0.2147439919442086,0.0024491546919743,0.1449086678987206,0.0964837305549413,0.0409164496775391,0.4653632022458637
complex_10,ocsvm,0.9723489300998572,0.9731430406852248,0.9985380035144564,0.9975221112696148,0.908873880199094,0.6071,0.5266382143759419,0.9335647340360756,0.5007244866081751,0.1738652753661943,0.0019434073430386,0.13352210427324,0.0654303267924346,0.0238844897853375,0.2176027072896272
complex_11,sdo,0.7019647416413374,0.771030179028133,0.574178183027457,0.98469179331307,0.4704117476108381,0.25176,0.5261282151510597,0.9879083631954686,0.5009657344280583,0.1825766246835138,0.0021445074119584,0.1313744072507153,0.0582972054657662,0.0230920388265436,0.1738418921839625
complex_11,abod,0.6080188449848024,0.7226351807228916,0.4765131204228986,0.9776273556231004,0.3759564657623014,0.76654,0.5099988649652527,0.9786360756082328,0.5033026173937523,0.1614077827342955,0.0015412407328704,0.1230830645382937,0.0368354999695966,0.0073318056007949,0.0606229883558669
complex_11,hbos,0.3618158054711246,0.4300848952590959,0.2759064183539187,0.9155939209726444,0.1479315978016175,0.42664,0.5174189071717986,0.9866219547856804,0.5012659654111349,0.1711688285002721,0.0018355422438026,0.1266765694275043,0.0476182601129051,0.0137750741773296,0.104597233038315
complex_11,iforest,0.5140729483282674,0.5906442906574395,0.4567642999142552,0.9627331306990882,0.2704814055678412,0.46036,0.519935933668061,0.9868898501071406,0.501893849408234,0.1759895404660303,0.0019227341153934,0.1279081857737418,0.0515745782860804,0.015853797760615,0.1271091361738823
complex_11,knn,0.7214018237082067,0.8009565562913907,0.5439143346925,0.9857939209726444,0.4463181325847717,0.22315,0.5271708875451087,0.9875718131552096,0.5007307182462941,0.1841606624262391,0.0021852647879284,0.1319976997251167,0.0593805410181972,0.024540898903229,0.1803187462034325
complex_11,lof,0.1706844984802431,0.1877572580645161,0.3713718023375679,0.5603465045592706,0.0465014016064004,0.20011,0.5131321997802536,0.9724299372790144,0.5026111252169253,0.1660544811442211,0.0019701654379353,0.1248985563989628,0.0404030756763938,0.0110912794608464,0.0729957750368741
complex_11,ocsvm,0.481677811550152,0.5617642236024845,0.3955341639481719,0.9558662613981764,0.2416554190189934,0.54934,0.5191589794168665,0.9829591082541198,0.5023778784419778,0.1751415370599783,0.0018672058553312,0.127680254784894,0.0503324558797238,0.0152703540106091,0.1224086882387324
complex_12,sdo,1.0,1.0,1.0,1.0,1.0,0.54248,0.5287094136769391,0.984638269270113,0.4990996927462259,0.2119983573749183,0.0037494196034371,0.1321163886702893,0.0649709790234698,0.0046864284953603,0.0027491822181184
complex_12,abod,0.9981108108108108,0.9990562025316456,0.9998507759856394,0.9999847972972972,0.9838304481501494,0.74206,0.50942173351465,0.9413244287233756,0.5033755412157307,0.1870637959325963,0.0022621586393347,0.1235369109587524,0.0377441743149386,0.0016135314096223,0.0010732762324398
complex_12,hbos,0.8375297297297297,0.8514550128534704,0.9707609330104576,0.9888266891891891,0.6643703995076903,0.64836,0.5154253390068883,0.9526937694676468,0.5031802263531737,0.1931324656667093,0.0025714733347875,0.1259609636630822,0.0464207644535949,0.0024915803408237,0.0014732910381741
complex_12,iforest,0.9848864864864864,0.9895298723404256,0.9998394485621066,0.9998567567567568,0.946052283478848,0.71362,0.5177453510276245,0.9642285797478256,0.5030328169415264,0.1996385895675731,0.0028289121675328,0.1269257994471012,0.0497484569563874,0.0028701653711554,0.0016991008116841
complex_12,knn,1.0,1.0,1.0,1.0,1.0,0.63963,0.5282285156258656,0.9836484497860192,0.4995902520644913,0.2120381597930904,0.0037728527263053,0.1319988935702813,0.0644358139669354,0.00454350089001,0.0027216513731733
complex_12,lof,0.042181081081081,0.1086690909090909,0.3132591240180139,0.5056162162162163,0.0020613691734628,0.01449,0.5116106964843482,0.9597910774875676,0.489900318915651,0.1942564670712581,0.0017239867718189,0.1228399900178234,0.0412668077471964,0.0009809834880616,0.0011385138213574
complex_12,ocsvm,0.9886648648648648,0.9914770533446232,0.9999102225011854,0.9964435810810812,0.957705047717329,0.87525,0.5149605162746284,0.9436317043093632,0.5008650622525647,0.1901512131039403,0.0027093487248999,0.1261456887166283,0.0465306369276274,0.0026934940083924,0.0015817831433663
complex_13,sdo,0.9229741007194244,0.9334714989444054,0.8635934962051381,0.994330071942446,0.7925749916149637,0.41164,0.5353014469954464,0.9841831961906734,0.4978590332832414,0.1908929753497268,0.0030062712220618,0.1354334870356944,0.0739621668440075,0.0361093577402852,0.3101943740666317
complex_13,abod,0.9016690647482014,0.928227397260274,0.879194920176861,0.993271654676259,0.7211892296055863,0.76997,0.5120679729270495,0.9393404883062156,0.5027889662418856,0.1360475078125018,0.0015882926112307,0.1246728512280321,0.0431343932332954,0.01098673252082,0.1028764827208864
